product_id,product_name,category,stock_quantity,reorder_point,max_stock,unit_cost,unit_price,total_sales_6mo,sales_jan,sales_feb,sales_mar,sales_apr,sales_may,sales_jun,supplier,warehouse,lead_time_days,last_restock_date,last_sale_date,stock_status,turnover_ratio
PRD-3197,Drone Mini,Electronics,590,54,432,129.51,223.97,700,148,21,121,170,13,227,Pacific Imports,Warehouse C,14,2025-03-11,2025-03-25,Overstock,1.19
PRD-3198,Mini Guitar,Toys,719,73,365,430.81,801.65,703,39,31,259,68,78,228,EastWest Exports,Warehouse C,17,2024-08-12,2024-09-06,Overstock,0.98
PRD-3199,Extension Cord,Tools,961,146,730,187.62,438.29,832,189,145,60,64,111,263,QuickTrade,Warehouse E,28,2024-08-17,2024-08-22,Overstock,0.87
PRD-3200,Bar Stool,Furniture,615,140,980,21.67,39.91,1083,145,169,186,145,280,158,Nordic Supply,Warehouse D,11,2024-10-18,2024-11-10,Normal,1.76
PRD-3201,Formal Suit,Clothing,441,53,212,339.67,558.14,957,215,250,60,78,168,186,EastWest Exports,Warehouse A,8,2024-10-27,2024-11-04,Overstock,2.17
PRD-3202,Safety Goggles,Tools,462,87,609,367.78,451.29,700,154,63,79,78,251,75,Nordic Supply,Warehouse C,9,2024-12-13,2024-12-29,Normal,1.52
PRD-3203,Polo Shirt,Clothing,841,114,342,347.47,508.19,676,52,254,25,28,173,144,Alpine Goods,Warehouse B,28,2024-07-05,2024-07-16,Overstock,0.8
PRD-3204,Badminton Set,Sports,369,179,895,444.14,742.86,990,222,95,62,217,285,109,SunCoast Trading,Warehouse D,16,2024-04-14,2024-04-26,Normal,2.68
PRD-3205,VR Headset,Electronics,845,176,880,379.91,604.81,854,297,46,15,257,213,26,FastShip Co,Warehouse D,5,2024-05-30,2024-06-06,Normal,1.01
PRD-3206,Nerf Blaster,Toys,701,140,980,162.22,228.13,1259,296,233,298,118,114,200,TechGlobal Ltd,Warehouse E,24,2024-10-11,2024-10-24,Normal,1.8
PRD-3207,Dining Table,Furniture,689,194,1164,20.43,39.81,1039,265,259,279,179,12,45,EastWest Exports,Warehouse E,9,2024-01-18,2024-01-30,Normal,1.51
PRD-3208,Winter Jacket,Clothing,115,114,456,88.67,125.05,514,145,24,16,97,121,111,MegaStore Inc,Warehouse D,21,2024-10-19,2024-11-02,Normal,4.47
PRD-3209,Mechanical Keyboard,Electronics,936,20,160,335.38,505.44,1184,286,229,265,86,32,286,MegaStore Inc,Warehouse E,12,2024-09-29,2024-10-19,Overstock,1.26
PRD-3210,Punching Bag,Sports,537,45,270,387.02,681.91,736,127,139,69,4,278,119,FastShip Co,Warehouse B,12,2024-06-02,2024-06-19,Overstock,1.37
PRD-3211,Protein Bar,Food,450,94,564,140.85,302.31,891,211,157,140,15,131,237,MegaStore Inc,Warehouse B,27,2024-11-27,2024-12-15,Normal,1.98
PRD-3212,Heat Gun,Tools,845,131,786,121.71,240.02,1229,167,265,47,281,242,227,QuickTrade,Warehouse C,22,2025-02-26,2025-03-26,Overstock,1.45
PRD-3213,Olive Oil,Food,402,154,924,332.71,531.58,1027,131,196,111,291,171,127,EastWest Exports,Warehouse C,28,2024-02-17,2024-03-14,Normal,2.55
PRD-3214,Art Book,Books,323,187,748,100.0,156.29,1147,78,193,298,5,284,289,QuickTrade,Warehouse E,15,2025-02-16,2025-03-01,Normal,3.55
PRD-3215,Poetry Collection,Books,688,152,456,479.46,651.23,932,275,93,71,295,74,124,Prime Supplies,Warehouse C,15,2024-12-06,2024-12-31,Overstock,1.35
PRD-3216,Needle Pliers,Tools,195,33,132,235.18,352.66,784,285,138,27,198,32,104,SunCoast Trading,Warehouse C,25,2024-09-20,2024-10-04,Overstock,4.02
PRD-3217,Card Game,Toys,518,82,246,464.29,1032.3,1263,167,299,197,166,230,204,EastWest Exports,Warehouse D,19,2024-11-29,2024-12-26,Overstock,2.44
PRD-3218,Comic Collection,Books,698,20,60,443.62,726.88,994,67,202,245,217,133,130,MegaStore Inc,Warehouse D,10,2024-11-04,2024-11-13,Overstock,1.42
PRD-3219,Peanut Butter,Food,42,114,684,55.92,137.05,647,181,98,128,129,90,21,Prime Supplies,Warehouse A,24,2024-02-01,2024-02-11,Critical,15.4
PRD-3220,Sci-Fi Novel,Books,261,136,1088,52.13,87.54,701,25,127,166,42,294,47,EastWest Exports,Warehouse A,28,2024-10-19,2024-11-05,Normal,2.69
PRD-3221,Building Blocks,Toys,388,180,540,119.63,192.79,924,280,163,25,278,44,134,Prime Supplies,Warehouse B,25,2024-04-06,2024-05-06,Normal,2.38
PRD-3222,Safety Goggles,Tools,425,72,288,427.46,886.17,721,24,142,65,106,104,280,Nordic Supply,Warehouse A,26,2024-02-19,2024-02-20,Overstock,1.7
PRD-3223,Yoga Pants,Clothing,49,29,145,77.67,154.1,1267,270,136,178,235,151,297,Nordic Supply,Warehouse C,22,2025-03-01,2025-03-26,Normal,25.86
PRD-3224,Gaming Console,Electronics,872,53,318,11.93,17.11,744,219,48,57,148,110,162,MegaStore Inc,Warehouse A,12,2024-09-14,2024-10-11,Overstock,0.85
PRD-3225,LED Strip,Electronics,495,113,339,112.36,197.36,695,5,78,71,55,205,281,QuickTrade,Warehouse C,28,2024-10-27,2024-11-11,Overstock,1.4
PRD-3226,Wall Mirror,Furniture,117,92,552,121.5,277.59,625,22,145,125,42,64,227,FastShip Co,Warehouse B,16,2024-05-24,2024-06-01,Normal,5.34
PRD-3227,Poetry Collection,Books,364,121,363,89.83,131.3,882,44,211,182,173,261,11,Prime Supplies,Warehouse C,17,2024-08-02,2024-08-27,Overstock,2.42
PRD-3228,Nerf Blaster,Toys,351,58,348,229.8,317.24,701,27,123,207,242,29,73,EastWest Exports,Warehouse A,3,2024-08-20,2024-09-13,Overstock,2.0
PRD-3229,Webcam HD,Electronics,930,195,1170,276.05,346.21,770,296,1,163,236,38,36,Alpine Goods,Warehouse A,30,2024-04-01,2024-04-04,Normal,0.83
PRD-3230,Sci-Fi Novel,Books,895,196,1372,103.3,148.16,934,123,186,96,294,117,118,EastWest Exports,Warehouse C,19,2024-01-09,2024-01-30,Normal,1.04
PRD-3231,Water Bottle,Sports,722,101,303,435.75,760.03,1040,242,28,226,297,151,96,FastShip Co,Warehouse E,10,2024-03-15,2024-04-12,Overstock,1.44
PRD-3232,DSLR Camera,Electronics,282,65,390,342.49,594.54,971,270,171,169,56,293,12,TechGlobal Ltd,Warehouse C,5,2024-03-14,2024-04-07,Normal,3.44
PRD-3233,Cargo Pants,Clothing,732,98,686,253.45,560.83,630,50,25,113,97,145,200,MegaStore Inc,Warehouse B,16,2025-01-31,2025-02-12,Overstock,0.86
PRD-3234,Wardrobe,Furniture,11,100,600,355.06,596.07,814,154,99,238,27,1,295,QuickTrade,Warehouse A,15,2025-02-23,2025-03-13,Critical,74.0
PRD-3235,Dumbbells Set,Sports,466,134,402,320.79,446.14,691,236,5,138,225,31,56,EastWest Exports,Warehouse E,8,2025-02-23,2025-03-01,Overstock,1.48
PRD-3236,Standing Desk,Furniture,947,180,1260,373.06,492.55,1218,276,191,194,270,55,232,SunCoast Trading,Warehouse C,4,2024-07-12,2024-08-01,Normal,1.29
PRD-3237,Mini Guitar,Toys,101,146,1168,120.28,252.14,666,288,122,15,35,29,177,Pacific Imports,Warehouse A,27,2025-01-04,2025-01-16,Low,6.59
PRD-3238,Programming Guide,Books,792,160,640,125.55,256.82,965,249,108,192,147,255,14,QuickTrade,Warehouse C,4,2024-09-22,2024-10-12,Overstock,1.22
PRD-3239,Finance Guide,Books,726,181,905,464.21,1082.14,1069,76,171,292,103,188,239,SunCoast Trading,Warehouse D,30,2024-01-11,2024-02-02,Normal,1.47
PRD-3240,Fashion Doll,Toys,595,86,516,92.01,111.89,1054,275,164,217,75,93,230,Prime Supplies,Warehouse D,3,2024-02-26,2024-03-16,Overstock,1.77
PRD-3241,Protein Bar,Food,811,36,108,281.65,525.64,419,10,60,13,112,223,1,FastShip Co,Warehouse E,11,2024-10-27,2024-11-17,Overstock,0.52
PRD-3242,VR Headset,Electronics,73,187,1122,26.86,62.69,899,69,255,207,86,270,12,Alpine Goods,Warehouse D,17,2024-06-25,2024-07-25,Critical,12.32
PRD-3243,Extension Cord,Tools,808,32,96,140.57,276.26,694,68,197,259,66,51,53,Nordic Supply,Warehouse E,15,2024-10-15,2024-10-26,Overstock,0.86
PRD-3244,Swimming Goggles,Sports,33,145,870,103.13,166.38,890,185,199,288,57,85,76,FastShip Co,Warehouse B,14,2024-01-19,2024-01-31,Critical,26.97
PRD-3245,Travel Guide,Books,881,165,1320,332.28,743.05,839,271,89,180,22,24,253,Nordic Supply,Warehouse D,26,2024-07-01,2024-07-05,Normal,0.95
PRD-3246,Skipping Rope,Sports,431,183,1098,96.59,183.88,1043,282,66,57,250,254,134,QuickTrade,Warehouse D,17,2024-09-17,2024-10-02,Normal,2.42
PRD-3247,Shoe Rack,Furniture,889,177,1239,334.16,811.56,1132,281,157,110,274,120,190,Pacific Imports,Warehouse E,18,2024-07-16,2024-08-05,Normal,1.27
PRD-3248,Baseball Cap,Clothing,364,57,171,421.56,841.06,931,31,194,130,218,295,63,SunCoast Trading,Warehouse A,21,2024-03-17,2024-03-30,Overstock,2.56
PRD-3249,Beanie,Clothing,435,169,1183,96.6,162.33,819,19,108,39,125,284,244,TechGlobal Ltd,Warehouse C,23,2024-10-12,2024-10-19,Normal,1.88
PRD-3250,Children Story,Books,140,151,1208,362.53,660.05,882,118,120,168,169,91,216,TechGlobal Ltd,Warehouse B,22,2024-12-19,2024-12-25,Low,6.3
PRD-3251,Fitness Tracker,Sports,984,145,725,241.32,328.45,914,95,285,80,206,100,148,FastShip Co,Warehouse D,10,2025-01-16,2025-01-28,Overstock,0.93
PRD-3252,Spaghetti Pasta,Food,145,168,672,43.64,88.95,1071,261,220,171,4,125,290,SunCoast Trading,Warehouse C,29,2024-11-29,2024-12-08,Low,7.39
PRD-3253,Gaming Console,Electronics,338,143,1144,330.93,708.92,856,288,40,234,153,104,37,QuickTrade,Warehouse B,12,2024-03-05,2024-03-27,Normal,2.53
PRD-3254,Plush Teddy,Toys,363,83,581,462.67,601.21,990,169,253,180,16,300,72,TechGlobal Ltd,Warehouse E,11,2024-08-23,2024-08-29,Normal,2.73
PRD-3255,4K Monitor,Electronics,394,171,1368,427.68,763.8,821,180,213,95,131,100,102,Nordic Supply,Warehouse E,15,2024-10-22,2024-10-26,Normal,2.08
PRD-3256,Claw Hammer,Tools,830,153,1071,159.42,194.74,1119,293,139,116,296,139,136,TechGlobal Ltd,Warehouse A,3,2025-02-14,2025-02-18,Normal,1.35
PRD-3257,Yoga Mat,Sports,883,144,1152,297.51,457.74,851,98,178,142,299,76,58,Alpine Goods,Warehouse A,19,2024-01-01,2024-01-05,Normal,0.96
PRD-3258,Programming Guide,Books,920,179,1432,59.03,144.46,1114,300,125,189,229,164,107,Alpine Goods,Warehouse A,6,2024-09-27,2024-10-07,Normal,1.21
PRD-3259,Cargo Pants,Clothing,738,147,441,427.9,680.12,821,189,202,27,47,210,146,Prime Supplies,Warehouse D,8,2025-03-06,2025-04-05,Overstock,1.11
PRD-3260,Foam Roller,Sports,935,102,510,209.57,295.8,773,91,63,118,174,128,199,Prime Supplies,Warehouse B,24,2024-11-14,2024-12-07,Overstock,0.83
PRD-3261,Recliner,Furniture,296,21,126,418.67,547.77,959,227,126,151,117,141,197,TechGlobal Ltd,Warehouse E,13,2024-07-15,2024-08-14,Overstock,3.24
PRD-3262,Pull-up Bar,Sports,706,32,256,331.83,578.13,979,127,292,269,39,26,226,EastWest Exports,Warehouse A,15,2024-10-22,2024-11-16,Overstock,1.39
PRD-3263,Nightstand,Furniture,141,39,195,317.12,684.85,464,90,0,87,84,149,54,Nordic Supply,Warehouse A,15,2024-09-06,2024-09-17,Normal,3.29
PRD-3264,Smart Bulb,Electronics,350,131,655,333.06,436.86,680,171,138,62,98,111,100,EastWest Exports,Warehouse A,7,2024-08-10,2024-08-23,Normal,1.94
PRD-3265,Mini Guitar,Toys,824,37,185,452.62,953.05,969,163,282,59,224,50,191,Alpine Goods,Warehouse B,21,2025-01-07,2025-01-23,Overstock,1.18
PRD-3266,Gaming Console,Electronics,186,97,679,91.19,119.58,927,299,59,52,144,81,292,Pacific Imports,Warehouse C,19,2024-10-25,2024-11-24,Normal,4.98
PRD-3267,Polo Shirt,Clothing,117,92,276,376.15,557.2,1339,262,185,203,295,297,97,QuickTrade,Warehouse B,16,2024-10-24,2024-10-28,Normal,11.44
PRD-3268,Diamond Kite,Toys,10,50,200,410.84,509.31,767,230,154,21,77,26,259,QuickTrade,Warehouse D,22,2024-11-27,2024-12-07,Critical,76.7
PRD-3269,Art Book,Books,377,179,895,273.01,572.87,793,75,237,95,63,126,197,EastWest Exports,Warehouse E,6,2024-08-22,2024-09-20,Normal,2.1
PRD-3270,History Encyclopedia,Books,984,89,712,320.53,436.2,690,160,97,76,58,286,13,MegaStore Inc,Warehouse A,19,2024-02-18,2024-02-22,Overstock,0.7
PRD-3271,Diamond Kite,Toys,227,46,230,202.81,474.81,854,87,120,148,93,278,128,Prime Supplies,Warehouse B,26,2025-01-01,2025-01-02,Normal,3.76
PRD-3272,Basketball,Sports,183,120,720,417.22,842.22,571,80,5,71,160,126,129,Alpine Goods,Warehouse D,17,2024-03-22,2024-03-30,Normal,3.12
PRD-3273,Power Bank,Electronics,490,118,354,157.19,216.14,1287,101,274,252,218,202,240,Alpine Goods,Warehouse D,18,2024-06-03,2024-06-05,Overstock,2.63
PRD-3274,Orange Juice,Food,45,134,1072,170.67,380.86,477,26,10,123,111,18,189,TechGlobal Ltd,Warehouse E,25,2025-03-13,2025-03-16,Critical,10.6
PRD-3275,Needle Pliers,Tools,295,138,552,173.97,250.12,959,177,148,33,223,272,106,SunCoast Trading,Warehouse D,27,2024-10-30,2024-11-05,Normal,3.25
PRD-3276,Recliner,Furniture,569,101,808,94.68,182.0,1073,52,282,86,261,295,97,MegaStore Inc,Warehouse B,27,2024-07-14,2024-08-04,Normal,1.89
PRD-3277,Cable Tester,Tools,671,129,903,13.12,30.83,783,20,140,92,118,180,233,MegaStore Inc,Warehouse A,19,2025-01-30,2025-02-20,Normal,1.17
PRD-3278,Remote Drone,Toys,245,38,114,363.41,758.15,682,95,41,97,163,127,159,TechGlobal Ltd,Warehouse C,3,2024-12-28,2025-01-12,Overstock,2.78
PRD-3279,Claw Hammer,Tools,512,142,710,5.55,10.69,1185,152,289,144,295,204,101,SunCoast Trading,Warehouse D,19,2025-02-04,2025-02-16,Normal,2.31
PRD-3280,Poetry Collection,Books,133,38,152,274.54,333.55,1095,166,296,183,37,131,282,EastWest Exports,Warehouse C,26,2024-05-23,2024-06-16,Normal,8.23
PRD-3281,Basmati Rice,Food,926,114,798,168.07,223.71,643,96,17,167,34,179,150,Nordic Supply,Warehouse B,24,2024-02-19,2024-03-09,Overstock,0.69
PRD-3282,Robot Kit,Toys,947,200,600,15.39,26.69,840,158,175,54,117,219,117,EastWest Exports,Warehouse E,3,2024-07-24,2024-08-18,Overstock,0.89
PRD-3283,Fashion Doll,Toys,262,36,216,120.58,283.09,680,72,72,121,133,68,214,SunCoast Trading,Warehouse E,28,2025-03-19,2025-04-11,Overstock,2.6
PRD-3284,Cordless Drill,Tools,731,70,560,88.31,178.68,937,279,57,71,264,41,225,Alpine Goods,Warehouse E,23,2024-02-02,2024-03-02,Overstock,1.28
PRD-3285,Shoe Rack,Furniture,972,98,784,222.95,465.2,638,163,71,61,36,82,225,Pacific Imports,Warehouse D,10,2025-01-18,2025-01-29,Overstock,0.66
PRD-3286,Spirit Level,Tools,77,42,210,304.14,742.15,919,122,53,8,273,257,206,TechGlobal Ltd,Warehouse D,26,2024-03-23,2024-03-31,Normal,11.94
PRD-3287,Remote Drone,Toys,914,86,688,415.68,513.27,926,272,48,260,9,124,213,EastWest Exports,Warehouse A,24,2024-06-01,2024-06-19,Overstock,1.01
PRD-3288,Laptop Pro,Electronics,137,37,259,78.65,102.13,715,129,12,278,44,229,23,QuickTrade,Warehouse D,5,2024-03-09,2024-03-26,Normal,5.22
PRD-3289,Comic Collection,Books,486,156,936,321.65,650.39,1097,94,32,144,290,293,244,TechGlobal Ltd,Warehouse B,24,2025-03-17,2025-04-16,Normal,2.26
PRD-3290,Potato Chips,Food,291,68,544,157.41,290.3,645,109,104,157,156,66,53,EastWest Exports,Warehouse A,30,2024-01-23,2024-02-06,Normal,2.22
PRD-3291,"SmartTV 55""",Electronics,306,121,363,35.15,70.92,699,56,102,62,120,172,187,SunCoast Trading,Warehouse E,12,2024-06-19,2024-07-13,Normal,2.28
PRD-3292,Ground Coffee,Food,743,140,560,343.1,468.77,862,118,182,216,237,66,43,FastShip Co,Warehouse E,28,2024-09-07,2024-09-20,Overstock,1.16
PRD-3293,Cable Tester,Tools,932,136,816,213.2,459.71,1070,189,32,111,256,245,237,Prime Supplies,Warehouse B,22,2024-12-02,2024-12-05,Overstock,1.15
PRD-3294,Gloves,Clothing,999,166,664,308.32,627.8,862,82,21,142,259,243,115,EastWest Exports,Warehouse A,21,2024-01-20,2024-01-29,Overstock,0.86
PRD-3295,Foam Roller,Sports,354,148,888,464.86,1046.42,866,43,233,114,143,58,275,TechGlobal Ltd,Warehouse D,21,2024-10-11,2024-11-09,Normal,2.45
PRD-3296,History Encyclopedia,Books,750,193,579,125.87,254.73,1073,54,178,248,163,261,169,Pacific Imports,Warehouse A,27,2024-11-13,2024-11-20,Overstock,1.43
PRD-3297,RC Racing Car,Toys,682,120,960,72.25,120.67,906,142,156,97,120,298,93,Pacific Imports,Warehouse C,11,2024-08-17,2024-08-20,Normal,1.33
PRD-3298,USB Hub,Electronics,238,152,760,424.09,1003.11,560,4,71,27,239,38,181,Alpine Goods,Warehouse C,8,2024-04-10,2024-04-25,Normal,2.35
PRD-3299,Webcam HD,Electronics,372,194,1552,175.75,287.8,803,112,163,136,144,18,230,Alpine Goods,Warehouse E,24,2025-01-23,2025-02-22,Normal,2.16
PRD-3300,Sci-Fi Novel,Books,484,198,1386,437.57,831.15,542,300,84,69,54,16,19,Prime Supplies,Warehouse A,11,2024-08-21,2024-09-15,Normal,1.12
PRD-3301,Smart Bulb,Electronics,322,146,438,493.61,1094.32,1076,151,206,54,227,187,251,TechGlobal Ltd,Warehouse C,6,2024-10-02,2024-10-25,Normal,3.34
PRD-3302,Smartwatch,Electronics,570,129,774,243.02,456.48,780,131,139,76,221,64,149,SunCoast Trading,Warehouse A,25,2024-06-02,2024-06-29,Normal,1.37
PRD-3303,Water Bottle,Sports,566,126,756,43.38,97.46,917,60,257,237,238,7,118,EastWest Exports,Warehouse D,27,2024-05-04,2024-05-10,Normal,1.62
PRD-3304,Smartwatch,Electronics,680,95,380,393.44,487.04,1029,125,68,157,192,216,271,SunCoast Trading,Warehouse C,22,2024-10-16,2024-11-05,Overstock,1.51
PRD-3305,4K Monitor,Electronics,659,34,170,399.54,597.65,1136,51,237,226,256,293,73,Pacific Imports,Warehouse B,12,2024-05-13,2024-05-26,Overstock,1.72
PRD-3306,Claw Hammer,Tools,294,155,465,54.88,132.56,801,98,30,47,261,218,147,MegaStore Inc,Warehouse A,29,2024-05-05,2024-05-10,Normal,2.72
PRD-3307,Badminton Set,Sports,710,117,585,50.71,112.74,823,85,237,188,41,243,29,QuickTrade,Warehouse B,27,2024-01-12,2024-01-20,Overstock,1.16
PRD-3308,Utility Knife,Tools,207,59,295,444.42,999.01,875,240,151,14,169,107,194,FastShip Co,Warehouse B,9,2024-03-11,2024-03-22,Normal,4.23
PRD-3309,Winter Jacket,Clothing,846,106,530,56.84,73.12,546,13,70,14,194,5,250,Nordic Supply,Warehouse E,9,2024-02-22,2024-03-01,Overstock,0.65
PRD-3310,Laptop Pro,Electronics,374,52,208,40.0,83.09,971,135,83,217,224,125,187,Alpine Goods,Warehouse C,24,2025-02-21,2025-02-28,Overstock,2.6
PRD-3311,Green Tea,Food,798,128,384,64.04,110.93,1032,160,292,159,138,72,211,FastShip Co,Warehouse E,11,2025-02-09,2025-03-04,Overstock,1.29
PRD-3312,Nerf Blaster,Toys,219,132,660,268.81,376.47,881,271,65,188,30,273,54,Pacific Imports,Warehouse E,29,2024-05-18,2024-06-15,Normal,4.02
PRD-3313,Tennis Racket,Sports,192,69,276,99.44,191.09,859,117,178,261,28,105,170,Prime Supplies,Warehouse E,19,2025-03-24,2025-04-14,Normal,4.47
PRD-3314,Gaming Console,Electronics,33,146,730,25.17,46.47,1126,260,45,299,230,108,184,QuickTrade,Warehouse B,14,2024-05-12,2024-06-07,Critical,34.12
PRD-3315,Dark Chocolate,Food,725,199,1194,247.43,452.09,1209,146,140,289,199,135,300,QuickTrade,Warehouse D,12,2024-05-05,2024-05-07,Normal,1.67
PRD-3316,Laptop Pro,Electronics,450,22,132,285.22,666.25,985,69,199,152,279,222,64,SunCoast Trading,Warehouse C,28,2025-01-14,2025-02-05,Overstock,2.19
PRD-3317,Plush Teddy,Toys,513,138,966,115.86,272.47,1117,287,180,148,194,10,298,FastShip Co,Warehouse A,30,2024-02-21,2024-02-26,Normal,2.18
PRD-3318,Football,Sports,484,60,300,128.5,317.54,644,101,222,22,47,222,30,Pacific Imports,Warehouse B,7,2024-10-20,2024-11-16,Overstock,1.33
PRD-3319,Punching Bag,Sports,36,132,924,73.8,179.91,798,184,53,244,151,103,63,TechGlobal Ltd,Warehouse B,7,2024-12-17,2024-12-30,Critical,22.17
PRD-3320,Jigsaw Puzzle,Toys,669,79,632,340.99,716.18,1240,299,152,126,260,271,132,SunCoast Trading,Warehouse E,21,2024-05-16,2024-05-21,Overstock,1.85
PRD-3321,Diamond Kite,Toys,707,82,492,47.67,109.95,1100,135,291,212,134,172,156,EastWest Exports,Warehouse E,14,2024-11-05,2024-11-28,Overstock,1.56
PRD-3322,Sandpaper Set,Tools,901,49,196,225.69,327.47,805,55,252,147,73,224,54,Prime Supplies,Warehouse B,24,2024-09-27,2024-10-05,Overstock,0.89
PRD-3323,Football,Sports,170,74,518,482.57,826.34,1004,66,243,198,52,236,209,TechGlobal Ltd,Warehouse C,4,2025-02-21,2025-03-02,Normal,5.91
PRD-3324,Basketball,Sports,349,189,945,51.9,73.3,679,193,118,258,40,62,8,Prime Supplies,Warehouse B,20,2024-06-28,2024-06-29,Normal,1.95
PRD-3325,Ground Coffee,Food,493,186,930,340.38,558.24,1047,182,86,269,69,226,215,QuickTrade,Warehouse B,9,2024-09-08,2024-09-24,Normal,2.12
PRD-3326,Nightstand,Furniture,720,87,348,455.54,682.4,1001,233,99,68,225,266,110,Pacific Imports,Warehouse B,5,2024-11-07,2024-11-21,Overstock,1.39
PRD-3327,Robot Kit,Toys,47,23,92,191.23,351.22,743,84,34,131,99,128,267,Pacific Imports,Warehouse D,28,2024-07-16,2024-08-14,Normal,15.81
PRD-3328,Plush Teddy,Toys,900,147,441,182.19,303.06,473,127,57,13,182,92,2,Alpine Goods,Warehouse B,5,2024-10-13,2024-11-01,Overstock,0.53
PRD-3329,Measuring Tape,Tools,36,190,1330,494.09,626.14,864,107,119,239,230,116,53,SunCoast Trading,Warehouse B,11,2024-03-07,2024-03-27,Critical,24.0
PRD-3330,Polo Shirt,Clothing,534,107,321,447.12,982.48,991,232,191,13,269,76,210,TechGlobal Ltd,Warehouse A,22,2024-10-05,2024-10-28,Overstock,1.86
PRD-3331,LED Strip,Electronics,159,64,192,281.48,567.67,893,43,80,62,267,299,142,MegaStore Inc,Warehouse E,23,2024-06-26,2024-07-02,Normal,5.62
PRD-3332,Remote Drone,Toys,428,29,116,119.2,154.72,1140,167,264,237,179,58,235,Pacific Imports,Warehouse A,9,2024-07-03,2024-07-18,Overstock,2.66
PRD-3333,Whole Bread,Food,19,161,1127,270.36,603.63,595,1,144,34,238,172,6,QuickTrade,Warehouse A,10,2024-03-27,2024-04-22,Critical,31.32
PRD-3334,Laptop Pro,Electronics,459,151,1208,274.26,505.11,1307,178,264,248,166,174,277,Pacific Imports,Warehouse C,21,2024-06-22,2024-06-23,Normal,2.85
PRD-3335,Polo Shirt,Clothing,348,31,155,310.25,738.81,978,90,127,200,211,149,201,Prime Supplies,Warehouse E,16,2024-03-06,2024-03-21,Overstock,2.81
PRD-3336,Robot Kit,Toys,558,51,255,384.16,528.08,881,157,115,283,138,165,23,QuickTrade,Warehouse D,7,2024-12-15,2025-01-07,Overstock,1.58
PRD-3337,Yoga Pants,Clothing,902,118,590,332.04,799.48,1006,103,293,146,54,217,193,TechGlobal Ltd,Warehouse D,20,2024-08-17,2024-08-26,Overstock,1.12
PRD-3338,Meditation Book,Books,528,198,990,267.61,476.47,768,38,44,27,202,223,234,Nordic Supply,Warehouse C,5,2024-11-24,2024-11-29,Normal,1.45
PRD-3339,Heat Gun,Tools,246,187,1309,226.38,451.51,809,162,110,232,242,26,37,Pacific Imports,Warehouse B,29,2024-03-22,2024-03-31,Normal,3.29
PRD-3340,Formal Suit,Clothing,763,88,440,338.7,669.59,843,75,132,126,224,279,7,TechGlobal Ltd,Warehouse C,4,2024-05-18,2024-06-02,Overstock,1.1
PRD-3341,Stud Finder,Tools,210,119,595,36.46,67.88,1228,228,191,201,296,91,221,Pacific Imports,Warehouse B,27,2024-12-22,2025-01-20,Normal,5.85
PRD-3342,Bluetooth Speaker,Electronics,689,60,360,476.52,1168.94,1018,254,60,72,186,199,247,Prime Supplies,Warehouse B,3,2024-04-04,2024-04-07,Overstock,1.48
PRD-3343,VR Headset,Electronics,804,107,642,330.71,767.67,915,178,300,58,188,119,72,Prime Supplies,Warehouse C,27,2024-12-27,2025-01-06,Overstock,1.14
PRD-3344,Art Book,Books,25,21,147,270.97,580.19,1012,0,170,251,275,108,208,TechGlobal Ltd,Warehouse B,3,2024-11-30,2024-12-20,Normal,40.48
PRD-3345,Coffee Table,Furniture,79,82,656,204.31,418.94,1124,64,263,165,222,274,136,Pacific Imports,Warehouse D,30,2024-11-11,2024-12-10,Low,14.23
PRD-3346,Claw Hammer,Tools,759,147,441,214.53,264.38,772,139,193,50,142,122,126,TechGlobal Ltd,Warehouse A,28,2025-03-22,2025-04-06,Overstock,1.02
PRD-3347,Water Bottle,Sports,86,189,1134,495.93,1170.03,995,145,100,198,286,224,42,Nordic Supply,Warehouse B,19,2024-12-04,2024-12-28,Critical,11.57
PRD-3348,Safety Goggles,Tools,195,40,200,446.28,946.22,900,154,3,166,130,191,256,FastShip Co,Warehouse E,7,2024-08-11,2024-08-25,Normal,4.62
PRD-3349,Fitness Tracker,Sports,746,147,735,35.87,50.99,778,259,185,119,32,128,55,Pacific Imports,Warehouse E,19,2025-01-06,2025-01-30,Overstock,1.04
PRD-3350,Screwdriver Set,Tools,433,73,584,130.97,254.55,704,42,82,69,104,112,295,Alpine Goods,Warehouse B,6,2025-03-21,2025-04-09,Normal,1.63
PRD-3351,Remote Drone,Toys,809,26,78,231.86,526.06,729,108,70,3,148,139,261,EastWest Exports,Warehouse D,17,2024-05-12,2024-06-11,Overstock,0.9
PRD-3352,Adjustable Wrench,Tools,377,190,950,57.45,139.94,921,194,199,3,151,161,213,MegaStore Inc,Warehouse E,5,2024-10-07,2024-10-26,Normal,2.44
PRD-3353,Rain Coat,Clothing,707,99,495,221.48,381.14,1284,230,204,190,242,221,197,QuickTrade,Warehouse D,15,2024-07-24,2024-08-21,Overstock,1.82
PRD-3354,VR Headset,Electronics,366,52,156,251.31,542.48,1096,175,71,300,223,159,168,Prime Supplies,Warehouse A,18,2025-03-26,2025-04-06,Overstock,2.99
PRD-3355,Jigsaw Puzzle,Toys,299,166,1162,269.79,497.4,1170,68,285,256,249,73,239,QuickTrade,Warehouse B,8,2024-07-03,2024-07-13,Normal,3.91
